transaction_id,transaction_time,card_id,merchant_id,amount,is_fraud
T2666,2025-01-17 20:19:00,C00429,M0125,9.58,0
T1423,2025-01-17 20:22:00,C01650,M0323,12.11,0
T2914,2025-01-17 20:24:00,C01018,M0477,22.21,0
T3692,2025-01-17 20:32:00,C00857,M0178,16.56,0
T719,2025-01-17 20:45:00,C00658,M0291,5.95,0
T5995,2025-01-17 20:59:00,C00220,M0182,15.4,0
T73,2025-01-17 21:00:00,C01762,M0415,28.65,0
T3098,2025-01-17 21:06:00,C00274,M0451,8.36,0
T7696,2025-01-17 21:09:00,C00379,M0466,10.27,0
T9567,2025-01-17 21:12:00,C00094,M0043,44.86,0
T3393,2025-01-17 21:22:00,C01631,M0422,92.72,0
T4001,2025-01-17 21:35:00,C01454,M0361,31.68,0
T4106,2025-01-17 21:51:00,C01399,M0200,4.33,0
T6342,2025-01-17 21:54:00,C00191,M0081,42.96,0
T1288,2025-01-17 21:54:00,C01250,M0158,12.26,0
T7576,2025-01-17 22:03:00,C01267,M0002,8.64,0
T5077,2025-01-17 22:06:00,C01117,M0064,16.27,0
T7517,2025-01-17 22:38:00,C01921,M0017,5.69,0
T8714,2025-01-17 22:46:00,C01050,M0146,12.34,0
T4187,2025-01-17 22:57:00,C00547,M0186,18.17,0
T1109,2025-01-17 23:22:00,C01112,M0199,127.32,0
T521,2025-01-17 23:46:00,C00297,M0334,25.43,0
T6338,2025-01-17 23:46:00,C01246,M0144,10.32,0
T3570,2025-01-17 23:52:00,C01947,M0469,11.06,0
T8523,2025-01-18 00:05:00,C01389,M0360,68.16,0
T5687,2025-01-18 00:15:00,C00903,M0274,33.82,0
T8311,2025-01-18 00:22:00,C00541,M0448,83.85,1
T7048,2025-01-18 00:22:00,C01881,M0032,5.4,0
T6725,2025-01-18 00:23:00,C00540,M0150,48.17,0
T622,2025-01-18 00:24:00,C00054,M0066,107.15,0
T979,2025-01-18 00:39:00,C01487,M0243,172.83,0
T4616,2025-01-18 00:39:00,C00556,M0066,6.29,0
T7763,2025-01-18 00:50:00,C00368,M0237,84.67,0
T3746,2025-01-18 00:52:00,C01262,M0267,52.69,0
T113,2025-01-18 00:58:00,C01663,M0162,16.07,0
T9409,2025-01-18 01:04:00,C00816,M0132,19.67,1
T7414,2025-01-18 01:30:00,C00297,M0346,13.94,0
T1394,2025-01-18 01:34:00,C00036,M0299,8.1,0
T1456,2025-01-18 01:38:00,C00338,M0172,14.86,0
T5707,2025-01-18 01:54:00,C01633,M0101,100.21,0
T1983,2025-01-18 01:56:00,C00164,M0103,7.98,0
T8133,2025-01-18 01:56:00,C00951,M0344,11.82,0
T6737,2025-01-18 02:00:00,C01136,M0158,12.24,0
T2023,2025-01-18 02:11:00,C01675,M0461,13.95,0
T3962,2025-01-18 02:18:00,C00806,M0152,47.98,0
T7291,2025-01-18 02:24:00,C01172,M0435,38.63,0
T6050,2025-01-18 02:48:00,C00597,M0153,24.14,0
T6993,2025-01-18 03:00:00,C00206,M0103,20.65,0
T6374,2025-01-18 03:40:00,C00397,M0395,18.33,0
T5530,2025-01-18 03:44:00,C01659,M0308,54.6,0
T9580,2025-01-18 03:54:00,C00398,M0149,122.63,0
T9287,2025-01-18 04:02:00,C01789,M0023,21.6,0
T3788,2025-01-18 04:09:00,C00081,M0127,57.94,0
T1257,2025-01-18 04:42:00,C01984,M0005,71.5,0
T9578,2025-01-18 05:35:00,C01727,M0015,28.14,0
T5241,2025-01-18 05:36:00,C00746,M0484,16.6,0
T878,2025-01-18 05:38:00,C01513,M0154,5.35,0
T3718,2025-01-18 05:40:00,C01088,M0407,7.91,0
T1729,2025-01-18 05:46:00,C00698,M0348,13.98,0
T3279,2025-01-18 06:02:00,C00430,M0185,27.15,0
T9271,2025-01-18 06:03:00,C00775,M0208,18.99,0
T7612,2025-01-18 06:05:00,C01192,M0163,13.49,0
T5729,2025-01-18 06:06:00,C01908,M0420,5.8,0
T9384,2025-01-18 06:13:00,C00788,M0172,4.44,0
T2437,2025-01-18 06:18:00,C00044,M0228,10.18,0
T1573,2025-01-18 06:20:00,C00733,M0183,69.67,0
T6808,2025-01-18 07:04:00,C01815,M0357,9.29,0
T1100,2025-01-18 07:17:00,C00900,M0433,37.53,0
T6763,2025-01-18 07:18:00,C01421,M0161,4.48,0
T1402,2025-01-18 07:51:00,C01921,M0452,6.42,0
T3632,2025-01-18 08:08:00,C01589,M0137,19.56,0
T3523,2025-01-18 08:12:00,C00748,M0143,8.85,0
T8002,2025-01-18 08:16:00,C01968,M0069,47.01,0
T3091,2025-01-18 08:35:00,C01147,M0366,18.65,0
T1713,2025-01-18 08:43:00,C00696,M0050,56.82,0
T5251,2025-01-18 08:46:00,C01349,M0376,94.2,0
T7999,2025-01-18 08:48:00,C01666,M0251,7.76,0
T9547,2025-01-18 08:57:00,C00926,M0465,53.01,0
T8037,2025-01-18 09:00:00,C01433,M0099,11.3,0
T7364,2025-01-18 09:02:00,C01218,M0059,46.84,0
T9088,2025-01-18 09:05:00,C00720,M0226,20.11,0
T2237,2025-01-18 09:12:00,C01547,M0472,23.42,0
T8387,2025-01-18 09:12:00,C01625,M0120,51.14,0
T2551,2025-01-18 09:31:00,C00015,M0263,7.26,0
T985,2025-01-18 09:33:00,C01118,M0292,7.81,0
T4883,2025-01-18 09:48:00,C00438,M0380,6.64,0
T5641,2025-01-18 10:01:00,C00839,M0379,13.68,0
T7257,2025-01-18 10:12:00,C00212,M0158,24.81,0
T5278,2025-01-18 10:15:00,C01536,M0410,293.33,0
T9918,2025-01-18 10:23:00,C01972,M0060,23.71,0
T4994,2025-01-18 10:25:00,C01983,M0421,43.69,0
T2299,2025-01-18 10:41:00,C00631,M0204,4.82,0
T2582,2025-01-18 10:42:00,C01976,M0425,49.31,0
T1071,2025-01-18 11:10:00,C00392,M0381,23.22,0
T2790,2025-01-18 11:10:00,C00496,M0111,13.13,0
T6939,2025-01-18 11:23:00,C01099,M0273,0.96,0
T2170,2025-01-18 11:29:00,C00295,M0462,34.87,0
T4491,2025-01-18 11:43:00,C00933,M0165,14.79,0
T201,2025-01-18 11:44:00,C00496,M0170,16.53,0
T6312,2025-01-18 11:46:00,C01161,M0292,35.41,0
T9286,2025-01-18 11:52:00,C01617,M0032,3.01,0
T5511,2025-01-18 12:16:00,C00760,M0264,32.12,1
T2381,2025-01-18 12:27:00,C00057,M0172,12.43,0
T3434,2025-01-18 12:35:00,C01882,M0478,22.28,0
T3765,2025-01-18 12:42:00,C00593,M0075,58.95,0
T7547,2025-01-18 12:51:00,C00036,M0489,28.06,0
T5478,2025-01-18 12:56:00,C00769,M0380,99.82,0
T2590,2025-01-18 13:19:00,C00370,M0215,19.65,0
T6398,2025-01-18 13:19:00,C01841,M0404,18.56,0
T9481,2025-01-18 13:27:00,C00637,M0218,59.95,0
T579,2025-01-18 13:29:00,C00165,M0162,15.66,0
T4364,2025-01-18 13:47:00,C00646,M0074,22.8,0
T8839,2025-01-18 13:58:00,C01812,M0450,27.69,0
T4659,2025-01-18 14:18:00,C01331,M0420,31.36,1
T193,2025-01-18 14:22:00,C01255,M0452,30.59,0
T7875,2025-01-18 14:25:00,C00666,M0074,13.32,0
T469,2025-01-18 14:31:00,C01268,M0177,11.63,0
T6069,2025-01-18 14:43:00,C00295,M0445,137.93,0
T8989,2025-01-18 14:48:00,C01918,M0351,12.19,0
T3219,2025-01-18 14:52:00,C01717,M0439,20.39,0
T3713,2025-01-18 14:52:00,C01743,M0369,44.07,0
T4612,2025-01-18 15:00:00,C00462,M0497,5.95,0
T4201,2025-01-18 15:18:00,C01732,M0309,14.46,0
T5201,2025-01-18 15:36:00,C01304,M0107,7.97,0
T1454,2025-01-18 15:45:00,C01117,M0189,16.47,0
T5854,2025-01-18 15:45:00,C00473,M0040,35.44,0
T1941,2025-01-18 15:46:00,C00148,M0110,48.99,0
T2330,2025-01-18 15:51:00,C01365,M0491,5.26,0
T9590,2025-01-18 16:17:00,C00911,M0017,11.23,0
T6197,2025-01-18 16:24:00,C00338,M0039,2.42,0
T4987,2025-01-18 16:24:00,C00055,M0239,8.92,0
T591,2025-01-18 16:30:00,C00399,M0151,15.91,0
T4674,2025-01-18 16:39:00,C01905,M0453,52.83,0
T5326,2025-01-18 16:51:00,C01477,M0145,15.1,0
T6910,2025-01-18 16:54:00,C00964,M0461,23.4,0
T8355,2025-01-18 16:56:00,C00377,M0475,287.67,0
T2474,2025-01-18 16:58:00,C01540,M0041,5.85,0
T4210,2025-01-18 17:00:00,C01083,M0047,22.78,0
T1344,2025-01-18 17:10:00,C01256,M0329,4.57,0
T4626,2025-01-18 17:17:00,C01975,M0087,13.48,0
T3340,2025-01-18 17:18:00,C00035,M0170,17.13,0
T1129,2025-01-18 17:22:00,C00783,M0302,52.33,0
T7402,2025-01-18 17:23:00,C01184,M0389,1.92,0
T4528,2025-01-18 17:25:00,C00785,M0379,34.92,0
T1959,2025-01-18 17:37:00,C00560,M0176,30.83,0
T5239,2025-01-18 17:53:00,C00714,M0137,26.89,0
T2831,2025-01-18 17:56:00,C01701,M0281,11.95,0
T9145,2025-01-18 17:57:00,C00515,M0463,65.24,0
T1482,2025-01-18 17:59:00,C00340,M0332,49.14,0
T7329,2025-01-18 18:03:00,C01101,M0089,3.64,0
T4717,2025-01-18 18:06:00,C00959,M0138,22.93,0
T8701,2025-01-18 18:10:00,C01365,M0410,4.77,0
T2122,2025-01-18 18:32:00,C00782,M0289,25.54,0
T8611,2025-01-18 18:36:00,C01799,M0284,18.5,0
T3512,2025-01-18 18:39:00,C00103,M0346,8.64,0
T1874,2025-01-18 18:51:00,C01943,M0175,19.73,0
T4569,2025-01-18 18:53:00,C01479,M0073,3.38,0
T7063,2025-01-18 18:56:00,C00303,M0299,16.05,0
T5561,2025-01-18 19:05:00,C01251,M0453,12.06,0
T9340,2025-01-18 19:31:00,C00691,M0321,149.7,0
T24,2025-01-18 19:38:00,C01159,M0218,2.19,0
T3947,2025-01-18 19:55:00,C00869,M0111,11.06,0
T1726,2025-01-18 20:03:00,C01717,M0431,54.1,0
T9002,2025-01-18 20:25:00,C00292,M0475,5.35,0
T3886,2025-01-18 20:31:00,C01291,M0205,21.44,0
T9016,2025-01-18 20:58:00,C01208,M0356,10.72,0
T6580,2025-01-18 20:59:00,C00365,M0024,25.26,0
T8166,2025-01-18 21:17:00,C00712,M0150,175.27,0
T8915,2025-01-18 21:21:00,C01090,M0095,25.34,0
T8814,2025-01-18 21:22:00,C01184,M0418,13.47,0
T6085,2025-01-18 21:51:00,C00624,M0374,7.31,0
T4784,2025-01-18 22:05:00,C01467,M0090,8.48,0
T9923,2025-01-18 22:25:00,C01698,M0404,1.94,0
T4886,2025-01-18 22:32:00,C01697,M0386,8.88,0
T1783,2025-01-18 22:49:00,C01447,M0381,7.73,0
T3700,2025-01-18 22:51:00,C00508,M0440,27.73,0
T3252,2025-01-18 23:19:00,C00881,M0446,6.4,0
T4983,2025-01-18 23:41:00,C01405,M0260,24.71,0
T4042,2025-01-18 23:57:00,C00201,M0277,64.99,0
T1934,2025-01-19 00:03:00,C01525,M0049,97.37,0
T1474,2025-01-19 00:11:00,C00700,M0436,8.23,0
T5223,2025-01-19 00:13:00,C01521,M0237,37.5,0
T740,2025-01-19 00:14:00,C01559,M0443,36.24,0
T6785,2025-01-19 00:18:00,C00320,M0067,21.54,0
T143,2025-01-19 00:19:00,C01148,M0134,259.71,0
T4479,2025-01-19 00:19:00,C01572,M0262,7.99,0
T390,2025-01-19 00:25:00,C00683,M0229,8.79,0
T4916,2025-01-19 00:34:00,C00287,M0138,36.21,0
T8604,2025-01-19 00:38:00,C01499,M0086,22.4,0
T1776,2025-01-19 00:43:00,C00377,M0190,35.45,0
T4339,2025-01-19 00:43:00,C01565,M0308,5.83,0
T7933,2025-01-19 01:08:00,C00508,M0197,95.06,0
T4036,2025-01-19 01:11:00,C00177,M0144,22.8,0
T7439,2025-01-19 01:13:00,C00000,M0269,2.89,0
T1721,2025-01-19 01:35:00,C00214,M0295,55.9,0
T9848,2025-01-19 01:36:00,C01904,M0123,7.17,0
T1790,2025-01-19 01:37:00,C00673,M0044,39.2,0
T5822,2025-01-19 01:46:00,C01379,M0053,26.75,0
T7650,2025-01-19 01:48:00,C01201,M0152,17.16,0
T1586,2025-01-19 01:49:00,C00876,M0059,11.31,1
T2306,2025-01-19 01:55:00,C00221,M0037,24.37,0
T4022,2025-01-19 02:09:00,C00974,M0442,38.85,0
T4428,2025-01-19 02:29:00,C01102,M0338,31.28,0
T845,2025-01-19 02:29:00,C00502,M0206,9.73,0
T6341,2025-01-19 02:41:00,C00967,M0064,11.47,0
T3288,2025-01-19 02:46:00,C00359,M0200,322.91,0
T479,2025-01-19 02:52:00,C01455,M0455,12.51,0
T148,2025-01-19 03:05:00,C01494,M0070,18.41,0
T5717,2025-01-19 03:23:00,C01845,M0454,45.58,0
T7068,2025-01-19 03:28:00,C00987,M0303,16.02,0
T7882,2025-01-19 03:40:00,C00797,M0187,18.74,0
T5725,2025-01-19 03:40:00,C01492,M0393,43.36,0
T1671,2025-01-19 03:43:00,C01741,M0144,8.14,0
T8607,2025-01-19 03:45:00,C00071,M0328,7.64,0
T9698,2025-01-19 03:48:00,C00595,M0363,43.72,0
T4150,2025-01-19 03:49:00,C00746,M0155,110.95,0
T8459,2025-01-19 03:49:00,C01331,M0469,11.37,0
T1849,2025-01-19 03:55:00,C01539,M0334,61.8,0
T2054,2025-01-19 04:00:00,C01500,M0262,66.11,0
T2799,2025-01-19 04:10:00,C01911,M0486,12.41,0
T1450,2025-01-19 04:12:00,C00071,M0423,6.35,0
T4965,2025-01-19 04:17:00,C01041,M0332,25.77,0
T7290,2025-01-19 04:23:00,C01965,M0496,73.49,0
T7122,2025-01-19 04:23:00,C00601,M0067,84.54,0
T2370,2025-01-19 04:29:00,C00223,M0257,41.04,0
T2591,2025-01-19 04:41:00,C01583,M0025,9.94,0
T8700,2025-01-19 04:45:00,C00458,M0463,27.61,0
T5344,2025-01-19 04:46:00,C01748,M0303,27.05,0
T5423,2025-01-19 05:50:00,C01402,M0374,54.5,0
T7791,2025-01-19 06:07:00,C01397,M0097,3.66,0
T1724,2025-01-19 06:09:00,C00551,M0251,3.16,0
T1511,2025-01-19 06:12:00,C00255,M0216,14.09,0
T5815,2025-01-19 06:19:00,C01395,M0198,9.98,0
T188,2025-01-19 06:29:00,C00578,M0364,13.46,0
T6236,2025-01-19 06:32:00,C01990,M0379,15.61,0
T6584,2025-01-19 06:47:00,C01393,M0395,24.3,0
T6851,2025-01-19 06:51:00,C01932,M0114,8.76,0
T8376,2025-01-19 06:56:00,C00031,M0269,11.46,0
T5737,2025-01-19 07:07:00,C00176,M0347,3.72,0
T8770,2025-01-19 07:30:00,C00050,M0050,5.98,0
T8945,2025-01-19 07:42:00,C00282,M0129,11.72,0
T1624,2025-01-19 07:45:00,C01408,M0227,89.15,0
T2738,2025-01-19 07:50:00,C01435,M0045,29.05,0
T8085,2025-01-19 07:53:00,C01866,M0335,107.35,1
T1140,2025-01-19 07:59:00,C01245,M0268,83.96,0
T3966,2025-01-19 08:00:00,C01313,M0179,19.43,0
T3201,2025-01-19 08:17:00,C01647,M0462,34.6,0
T3280,2025-01-19 08:21:00,C00541,M0031,26.71,0
T3634,2025-01-19 08:23:00,C00367,M0043,10.44,0
T9096,2025-01-19 08:25:00,C00099,M0441,3.82,0
T1621,2025-01-19 08:31:00,C00491,M0099,14.17,0
T568,2025-01-19 08:32:00,C01729,M0408,26.53,0
T8609,2025-01-19 08:42:00,C00275,M0434,21.7,0
T8176,2025-01-19 09:09:00,C01987,M0339,20.91,0
T2818,2025-01-19 09:15:00,C01426,M0349,34.27,0
T5771,2025-01-19 09:18:00,C01053,M0216,5.72,0
T4229,2025-01-19 09:29:00,C01410,M0478,52.4,0
T7646,2025-01-19 09:38:00,C01844,M0482,11.59,0
T6415,2025-01-19 09:42:00,C00772,M0197,13.74,0
T7259,2025-01-19 09:45:00,C01255,M0231,40.9,0
T3010,2025-01-19 09:52:00,C00402,M0425,37.94,0
T6347,2025-01-19 10:12:00,C00306,M0104,24.41,0
T3799,2025-01-19 10:16:00,C00464,M0244,12.36,0
T9749,2025-01-19 10:28:00,C01421,M0209,13.68,0
T5330,2025-01-19 10:33:00,C01613,M0305,18.54,0
T3878,2025-01-19 10:44:00,C01457,M0202,46.32,0
T7458,2025-01-19 10:52:00,C00149,M0320,42.83,0
T1666,2025-01-19 11:09:00,C00007,M0045,15.84,0
T8870,2025-01-19 11:33:00,C01353,M0498,10.96,0
T925,2025-01-19 11:34:00,C01861,M0105,3.32,0
T4668,2025-01-19 11:36:00,C00791,M0349,64.05,0
T6472,2025-01-19 11:39:00,C00530,M0030,18.22,0
T6882,2025-01-19 11:47:00,C01725,M0056,52.84,0
T5357,2025-01-19 11:47:00,C00032,M0271,6.06,0
T1730,2025-01-19 11:50:00,C00244,M0494,10.8,0
T7306,2025-01-19 11:59:00,C00307,M0008,37.22,0
T321,2025-01-19 12:01:00,C01601,M0346,46.57,0
T433,2025-01-19 12:06:00,C01892,M0345,28.48,0
T2985,2025-01-19 12:09:00,C01999,M0496,2.62,0
T3524,2025-01-19 12:14:00,C01891,M0255,28.42,0
T6412,2025-01-19 12:15:00,C00703,M0403,6.43,0
T1224,2025-01-19 12:17:00,C00216,M0458,13.63,0
T6958,2025-01-19 12:20:00,C01502,M0186,13.2,0
T1555,2025-01-19 12:20:00,C00157,M0433,4.62,0
T3553,2025-01-19 12:32:00,C00247,M0193,7.1,0
T5528,2025-01-19 12:41:00,C01745,M0455,137.6,0
T1455,2025-01-19 12:45:00,C01396,M0072,47.66,0
T9063,2025-01-19 13:08:00,C00009,M0350,9.73,0
T8416,2025-01-19 13:08:00,C00520,M0431,15.32,0
T2267,2025-01-19 13:15:00,C00987,M0329,14.06,0
T1803,2025-01-19 13:23:00,C00969,M0020,27.71,0
T843,2025-01-19 13:34:00,C01013,M0307,9.98,0
T181,2025-01-19 13:36:00,C01180,M0269,46.35,0
T1126,2025-01-19 13:37:00,C00581,M0215,45.73,0
T8196,2025-01-19 13:39:00,C01348,M0452,44.63,0
T1748,2025-01-19 13:45:00,C01727,M0171,23.04,0
T9456,2025-01-19 13:45:00,C01322,M0470,67.68,0
T8761,2025-01-19 13:51:00,C00677,M0210,45.65,0
T9407,2025-01-19 13:54:00,C00562,M0028,4.66,0
T7295,2025-01-19 13:56:00,C01758,M0099,4.11,0
T3258,2025-01-19 14:02:00,C01435,M0035,9.85,0
T578,2025-01-19 14:30:00,C00901,M0491,39.88,0
T2394,2025-01-19 14:46:00,C00087,M0212,43.84,0
T7725,2025-01-19 14:51:00,C00720,M0336,4.29,0
T2806,2025-01-19 14:59:00,C00268,M0387,19.76,0
T2484,2025-01-19 15:12:00,C01712,M0011,18.24,0
T8155,2025-01-19 15:29:00,C00415,M0318,12.04,0
T8477,2025-01-19 15:33:00,C01210,M0039,11.38,0
T99,2025-01-19 15:34:00,C01629,M0349,49.22,0
T9783,2025-01-19 15:35:00,C00766,M0419,17.37,0
T6514,2025-01-19 15:50:00,C00116,M0133,37.86,0
T8728,2025-01-19 15:52:00,C00938,M0016,3.3,0
T6588,2025-01-19 16:25:00,C01730,M0032,32.04,0
T1810,2025-01-19 16:36:00,C00784,M0122,69.47,0
T3465,2025-01-19 16:37:00,C00245,M0440,5.26,0
T2655,2025-01-19 16:48:00,C01724,M0247,42.4,0
T6100,2025-01-19 16:48:00,C00244,M0139,18.12,0
T3350,2025-01-19 17:03:00,C01772,M0254,6.66,1
T4376,2025-01-19 17:06:00,C01759,M0145,33.57,0
T6247,2025-01-19 17:10:00,C00239,M0318,20.09,0
T6196,2025-01-19 17:17:00,C01127,M0205,23.75,0
T1789,2025-01-19 17:18:00,C01779,M0183,6.64,0
T564,2025-01-19 17:22:00,C00040,M0309,28.41,0
T1977,2025-01-19 17:26:00,C01694,M0254,18.09,0
T1921,2025-01-19 17:44:00,C00874,M0008,14.84,1
T8720,2025-01-19 17:46:00,C00214,M0364,15.38,0
T1980,2025-01-19 17:47:00,C00812,M0213,1.79,0
T4065,2025-01-19 17:50:00,C01998,M0045,31.67,0
T9940,2025-01-19 18:07:00,C01173,M0034,23.17,0
T6325,2025-01-19 18:25:00,C00307,M0265,5.64,0
T7484,2025-01-19 18:27:00,C00328,M0084,24.88,0
T5098,2025-01-19 18:42:00,C00038,M0448,7.83,0
T6966,2025-01-19 18:43:00,C01174,M0195,25.4,0
T2445,2025-01-19 18:44:00,C00331,M0273,20.46,0
T3669,2025-01-19 18:45:00,C01173,M0475,31.38,0
T4337,2025-01-19 18:48:00,C01580,M0142,7.25,0
T9991,2025-01-19 18:50:00,C01650,M0489,14.24,0
T5612,2025-01-19 18:52:00,C01960,M0053,24.63,0
T3849,2025-01-19 18:56:00,C01745,M0378,11.46,0
T3674,2025-01-19 19:16:00,C00252,M0318,16.12,0
T1582,2025-01-19 19:22:00,C01387,M0065,55.66,0
T1577,2025-01-19 19:23:00,C00171,M0323,31.91,0
T6329,2025-01-19 19:34:00,C00280,M0218,54.43,0
T3344,2025-01-19 19:43:00,C00043,M0166,8.72,0
T6859,2025-01-19 19:45:00,C01511,M0442,11.97,0
T9802,2025-01-19 19:55:00,C00169,M0446,62.92,0
T3892,2025-01-19 20:07:00,C01497,M0227,25.71,0
T3911,2025-01-19 20:08:00,C01385,M0070,6.34,0
T870,2025-01-19 20:19:00,C00124,M0108,7.9,0
T5677,2025-01-19 20:31:00,C00434,M0344,18.77,0
T6458,2025-01-19 20:40:00,C00965,M0223,11.06,0
T7796,2025-01-19 21:01:00,C00041,M0454,9.81,0
T537,2025-01-19 21:12:00,C00490,M0429,14.38,0
T4382,2025-01-19 21:17:00,C01094,M0399,1.28,0
T8385,2025-01-19 21:17:00,C00916,M0185,13.39,0
T6829,2025-01-19 21:20:00,C01648,M0200,39.92,0
T9970,2025-01-19 21:26:00,C01901,M0481,10.67,0
T1930,2025-01-19 21:28:00,C00254,M0294,36.84,0
T2068,2025-01-19 21:33:00,C00110,M0481,121.19,0
T9426,2025-01-19 21:33:00,C00316,M0473,34.12,0
T4449,2025-01-19 21:36:00,C00853,M0063,13.78,0
T8582,2025-01-19 21:48:00,C01588,M0445,46.84,0
T4644,2025-01-19 21:50:00,C01202,M0308,46.24,0
T5429,2025-01-19 21:56:00,C01666,M0037,31.95,0
T5636,2025-01-19 22:01:00,C01996,M0263,7.84,0
T8643,2025-01-19 22:10:00,C01179,M0339,10.1,1
T117,2025-01-19 22:26:00,C00767,M0227,8.68,0
T5829,2025-01-19 22:41:00,C00859,M0294,16.59,0
T866,2025-01-19 22:45:00,C00161,M0492,32.83,0
T6692,2025-01-19 23:02:00,C00210,M0088,43.34,0
T7312,2025-01-19 23:04:00,C01639,M0219,8.34,0
T1033,2025-01-19 23:06:00,C00527,M0200,43.62,0
T7047,2025-01-19 23:07:00,C00245,M0105,13.27,1
T4914,2025-01-19 23:23:00,C01062,M0075,18.51,0
T9208,2025-01-19 23:28:00,C00098,M0025,7.18,0
T9032,2025-01-19 23:31:00,C01241,M0066,9.63,0
T1366,2025-01-19 23:45:00,C00929,M0139,15.6,0
T468,2025-01-19 23:50:00,C00565,M0155,12.43,0
T637,2025-01-19 23:55:00,C01487,M0191,25.92,0
T3522,2025-01-20 00:04:00,C01233,M0111,43.93,0
T1437,2025-01-20 00:16:00,C01922,M0405,27.18,0
T2552,2025-01-20 00:26:00,C00555,M0267,63.25,0
T5193,2025-01-20 00:26:00,C00443,M0105,3.32,0
T6204,2025-01-20 00:28:00,C01172,M0315,19.19,0
T5622,2025-01-20 00:45:00,C01368,M0060,47.56,0
T8575,2025-01-20 00:52:00,C01623,M0029,69.07,0
T3755,2025-01-20 00:53:00,C00806,M0327,22.7,0
T1863,2025-01-20 01:00:00,C00553,M0481,96.05,0
T1699,2025-01-20 01:04:00,C00591,M0198,6.78,0
T7123,2025-01-20 01:25:00,C00342,M0431,33.76,0
T876,2025-01-20 01:26:00,C00465,M0198,96.92,0
T5991,2025-01-20 01:44:00,C01070,M0266,126.67,0
T8153,2025-01-20 01:52:00,C00303,M0017,7.55,0
T1801,2025-01-20 02:10:00,C00949,M0487,22.58,0
T8128,2025-01-20 02:19:00,C01356,M0240,23.84,0
T2854,2025-01-20 02:36:00,C00395,M0387,10.94,0
T4253,2025-01-20 02:38:00,C01265,M0020,35.98,0
T4472,2025-01-20 02:46:00,C00243,M0366,12.67,0
T5231,2025-01-20 02:46:00,C01851,M0303,29.15,0
T647,2025-01-20 02:52:00,C00560,M0138,32.81,0
T8617,2025-01-20 03:23:00,C00453,M0414,13.5,0
T5452,2025-01-20 03:24:00,C01563,M0181,23.34,0
T4140,2025-01-20 03:46:00,C01329,M0187,13.95,0
T9885,2025-01-20 03:48:00,C01316,M0144,35.44,0
T6795,2025-01-20 03:54:00,C01568,M0193,36.66,0
T1973,2025-01-20 03:58:00,C01282,M0150,45.74,0
T2268,2025-01-20 04:05:00,C00802,M0120,22.65,0
T3618,2025-01-20 04:06:00,C00724,M0442,62.6,0
T9680,2025-01-20 04:10:00,C00707,M0006,60.98,0
T2721,2025-01-20 04:24:00,C01968,M0171,19.11,0
T9265,2025-01-20 04:24:00,C00073,M0031,18.56,0
T8003,2025-01-20 04:26:00,C00204,M0030,42.63,0
T1043,2025-01-20 04:32:00,C00166,M0401,34.87,0
T9385,2025-01-20 04:32:00,C01871,M0016,25.89,0
T9984,2025-01-20 04:57:00,C01146,M0295,2.7,0
T446,2025-01-20 05:03:00,C01851,M0132,19.97,0
T5823,2025-01-20 05:12:00,C01483,M0445,31.32,0
T6895,2025-01-20 05:15:00,C00206,M0037,7.57,0
T6769,2025-01-20 05:29:00,C01771,M0036,28.01,0
T3736,2025-01-20 05:31:00,C01773,M0157,37.4,0
T1094,2025-01-20 05:36:00,C01596,M0293,7.59,0
T664,2025-01-20 05:52:00,C00915,M0136,18.49,0
T9195,2025-01-20 05:53:00,C01523,M0353,26.41,0
T3228,2025-01-20 05:56:00,C00730,M0238,37.36,0
T1947,2025-01-20 06:03:00,C00452,M0155,32.37,0
T3212,2025-01-20 06:14:00,C00489,M0206,11.31,0
T3532,2025-01-20 06:27:00,C01856,M0478,6.57,0
T338,2025-01-20 06:31:00,C00344,M0298,23.55,0
T9967,2025-01-20 06:37:00,C01428,M0108,16.73,0
T2512,2025-01-20 06:46:00,C01994,M0362,86.18,0
T6052,2025-01-20 06:57:00,C01990,M0080,0.83,1
T8569,2025-01-20 07:05:00,C01622,M0418,23.73,0
T1375,2025-01-20 07:08:00,C00625,M0294,30.13,0
T3993,2025-01-20 07:18:00,C00421,M0365,5.95,0
T3362,2025-01-20 07:30:00,C01532,M0089,38.75,0
T7619,2025-01-20 07:38:00,C00876,M0436,21.0,1
T6783,2025-01-20 07:49:00,C00875,M0216,102.31,0
T5745,2025-01-20 08:03:00,C01604,M0036,12.46,0
T1206,2025-01-20 08:16:00,C01239,M0111,64.26,0
T6019,2025-01-20 08:16:00,C00774,M0345,11.23,0
T8907,2025-01-20 08:22:00,C01061,M0129,24.09,0
T7461,2025-01-20 08:27:00,C01238,M0166,19.97,0
T5147,2025-01-20 08:37:00,C01942,M0168,23.33,0
T8441,2025-01-20 08:45:00,C00515,M0002,15.12,0
T8171,2025-01-20 09:09:00,C01150,M0206,28.17,0
T7149,2025-01-20 09:26:00,C00868,M0129,25.24,0
T1322,2025-01-20 09:35:00,C01670,M0001,117.86,0
T8545,2025-01-20 09:37:00,C01489,M0058,55.77,0
T7365,2025-01-20 09:38:00,C00779,M0228,4.66,0
T9686,2025-01-20 09:39:00,C00207,M0127,8.65,0
T1115,2025-01-20 09:52:00,C00871,M0258,51.25,0
